,user_id,aisle_id
1030,134070,"set(['38', '53', '121', '5', '107', '96'])"
1031,134143,"set(['24', '69', '91', '83'])"
1032,134198,"set(['24', '120', '115', '123', '83', '94'])"
1033,134199,"set(['31', '81'])"
1034,134246,"set(['129', '37'])"
1035,134298,"set(['24', '83', '123', '36'])"
1036,13442,"set(['24', '117', '123', '83', '86', '84'])"
1037,134433,"set(['24', '99', '57', '23', '31', '45', '29', '50', '120', '61', '130', '94', '91', '100', '107', '84'])"
1038,134458,"set(['24', '83', '122', '84'])"
1039,134539,"set(['86', '78', '106', '21', '50'])"
1040,134625,"set(['54', '118', '84', '52'])"
1041,134658,"set(['115', '114', '83', '24'])"
1042,134659,"set(['24', '114', '49'])"
1043,134728,"set(['115', '75'])"
1044,134767,set(['98'])
1045,134809,set(['54'])
1046,134827,"set(['91', '61', '123', '84'])"
1047,134852,"set(['115', '61', '31', '37', '127'])"
1048,134866,"set(['24', '77', '120', '121', '112', '93', '78'])"
1049,134892,"set(['14', '120', '123', '72', '91', '83', '86'])"
1050,134895,"set(['24', '83', '13', '53', '112'])"
1051,134902,"set(['24', '17', '70', '37', '3', '120', '108', '123', '112', '91', '92', '84'])"
1052,134915,"set(['24', '21', '48', '61', '31', '53', '77', '121', '64', '4', '91'])"
1053,134940,"set(['24', '52', '115', '3', '107', '84'])"
1054,13496,"set(['24', '120', '123', '12', '59', '21', '3', '36', '115', '131', '116', '112', '83'])"
1055,134976,"set(['115', '83', '123', '14', '67'])"
1056,135013,"set(['120', '24', '123', '83'])"
1057,135049,set(['84'])
1058,135064,"set(['24', '120', '115', '121', '123', '9', '107'])"
1059,135083,"set(['24', '59', '21', '52', '108', '123', '83', '69', '84'])"
1060,135096,"set(['24', '21', '37', '120', '91', '83'])"
1061,135132,"set(['24', '31', '52', '114', '3', '123', '64', '9', '92'])"
1062,135161,"set(['58', '29', '52', '120', '98', '123', '112', '86', '84'])"
1063,135193,"set(['27', '16', '77', '124', '83', '69', '79'])"
1064,135222,"set(['24', '21', '3', '117', '108', '123', '116', '83', '86', '79'])"
1065,13527,"set(['128', '19', '59', '83', '24'])"
1066,135280,"set(['23', '120', '98', '108', '89', '4', '67', '83', '107', '96'])"
1067,135309,"set(['24', '83', '104', '98'])"
1068,13533,"set(['24', '123'])"
1069,135336,"set(['45', '50', '17'])"
1070,135353,"set(['38', '22', '31', '120', '61', '118', '84', '96'])"
1071,135389,"set(['24', '9', '122', '123'])"
1072,135425,"set(['120', '54', '31'])"
1073,135434,set(['126'])
1074,135514,set(['57'])
1075,135540,"set(['24', '47', '120', '123', '67', '107', '84'])"
1076,135610,"set(['83', '123', '96'])"
1077,13562,"set(['24', '114', '123', '83', '54'])"
1078,135624,"set(['59', '21', '123', '116', '112', '80', '86'])"
1079,135633,"set(['120', '32', '46', '91', '83'])"
1080,135666,"set(['123', '4', '53', '112'])"
1081,135691,"set(['21', '123', '86', '107', '84', '96'])"
1082,135713,"set(['24', '120', '26', '21', '17', '31', '37', '36', '115', '3', '123', '65', '91', '83', '81', '84', '96'])"
1083,135731,"set(['116', '86'])"
1084,135800,set(['16'])
1085,135847,"set(['24', '115', '61', '36', '1', '121', '88', '123', '83', '106', '84'])"
1086,135921,"set(['24', '38', '108', '123', '83', '92', '79'])"
1087,135929,"set(['24', '37', '123', '91', '83', '100', '96'])"
1088,135941,"set(['24', '21', '16', '19', '31', '29', '53', '120', '108', '83', '81', '84'])"
1089,135945,"set(['120', '28', '41', '115', '62', '91', '86'])"
1090,136066,"set(['24', '112'])"
1091,136112,"set(['120', '24', '123', '83', '52'])"
1092,136152,"set(['24', '123', '78', '112'])"
1093,136249,set(['45'])
1094,136259,"set(['77', '84'])"
1095,136363,"set(['23', '53', '94', '77', '84', '67', '129', '107', '79'])"
1096,136408,"set(['24', '120', '54', '115', '123', '32', '83'])"
1097,136417,set(['40'])
1098,136485,"set(['24', '31', '120', '91', '123', '83', '128', '8', '93'])"
1099,136495,"set(['120', '30', '81', '125', '21'])"
1100,136562,"set(['24', '21', '131', '123', '91', '83'])"
1101,13661,"set(['24', '38', '23', '3', '123', '116', '83'])"
1102,136629,"set(['77', '83', '123'])"
1103,136659,"set(['24', '42', '4', '107', '84', '96'])"
1104,136660,set(['115'])
1105,136670,set(['115'])
1106,136680,"set(['48', '98', '37', '120', '121', '93', '84'])"
1107,136714,"set(['77', '121', '117'])"
1108,136783,"set(['24', '89', '107', '67'])"
1109,136863,"set(['24', '21', '32', '6', '36', '112', '128'])"
1110,136930,"set(['115', '32', '83', '34'])"
1111,137029,"set(['26', '38', '108', '114', '75', '107'])"
1112,137073,set(['98'])
1113,137081,"set(['24', '133', '26', '54', '30', '37', '115', '75', '110', '112', '67', '97'])"
1114,137095,"set(['24', '46', '36', '117', '74', '88', '112'])"
1115,13719,set(['38'])
1116,137198,"set(['24', '91', '123', '78'])"
1117,137201,"set(['24', '38', '21', '54', '42', '121', '123', '116', '66', '91', '83', '78', '119', '105'])"
1118,13724,"set(['1', '133', '91', '21', '67'])"
1119,137262,"set(['24', '83', '100', '123'])"
1120,137283,"set(['24', '77', '120', '98', '123', '112', '83', '84'])"
1121,137284,"set(['24', '49', '45', '120', '91', '106', '107'])"
1122,137319,"set(['120', '91', '106', '21', '36'])"
1123,137322,"set(['91', '83'])"
1124,137400,"set(['129', '38', '84', '78'])"
1125,137459,"set(['24', '37', '120', '2', '71', '8'])"
1126,13746,"set(['77', '114'])"
1127,137479,"set(['24', '32', '107'])"
1128,137511,"set(['24', '3'])"
1129,137568,set(['4'])
1130,13757,"set(['24', '21', '131', '43', '115', '108', '112', '91', '83'])"
1131,137616,set(['24'])
1132,137619,"set(['19', '24', '106', '83'])"
1133,137633,set(['21'])
1134,137636,"set(['120', '84'])"
1135,13765,"set(['26', '45'])"
1136,137656,"set(['123', '81'])"
1137,13766,"set(['18', '72', '35', '83'])"
1138,137677,"set(['24', '26', '120', '112', '9', '107'])"
1139,137682,"set(['123', '3', '115', '108', '116', '83', '131'])"
1140,1377,set(['83'])
1141,137719,set(['16'])
1142,137739,"set(['86', '84'])"
1143,13781,"set(['24', '59', '31', '99', '98', '123'])"
1144,137831,"set(['24', '91', '67', '9', '83', '84'])"
1145,137863,set(['94'])
1146,137884,"set(['24', '25', '47', '3', '106', '107'])"
1147,137895,"set(['24', '26', '67', '52', '120', '116', '112', '69', '78'])"
1148,137897,"set(['120', '24'])"
1149,137927,set(['37'])
1150,137962,set(['32'])
1151,137973,"set(['24', '83', '123'])"
1152,137978,"set(['120', '24', '86', '37', '49'])"
1153,138013,set(['19'])
1154,13802,"set(['31', '123', '112'])"
1155,138024,set(['24'])
1156,138037,"set(['24', '21', '50', '53', '120', '91', '108', '9', '107', '84'])"
1157,138136,"set(['24', '14', '17', '52', '120', '123', '106'])"
1158,138155,"set(['10', '107'])"
1159,138171,"set(['61', '117', '64', '129', '92', '79'])"
1160,138189,set(['23'])
1161,138210,"set(['129', '38', '37', '84', '64'])"
1162,13822,"set(['32', '38', '21'])"
1163,138249,"set(['24', '26', '23', '31', '91', '100', '86'])"
1164,138283,"set(['83', '123', '16'])"
1165,138320,"set(['24', '39', '23', '63', '77', '123', '83', '84'])"
1166,138366,set(['77'])
1167,138401,"set(['24', '16', '35', '122', '123', '83', '91', '69'])"
1168,138405,"set(['115', '129', '75', '106', '36'])"
1169,138436,"set(['17', '34', '108', '112', '91', '83'])"
1170,138490,"set(['24', '31'])"
1171,138538,"set(['84', '53'])"
1172,138549,"set(['115', '61', '88', '116', '110', '112', '83', '84', '24', '21', '2', '120', '98', '123', '91', '92', '106', '38', '121', '32', '36', '35'])"
1173,13855,"set(['88', '65', '94'])"
1174,138580,"set(['24', '77', '88', '98'])"
1175,138607,"set(['24', '77', '14', '98', '83', '31', '42', '3', '50', '115', '91', '108', '123', '112', '9', '129', '69', '21'])"
1176,138615,"set(['19', '84'])"
1177,13862,"set(['123', '116'])"
1178,13865,set(['90'])
1179,138687,"set(['32', '45', '120', '131', '123', '112', '9', '83'])"
1180,1387,set(['123'])
1181,138716,"set(['24', '83', '4', '84'])"
1182,138740,"set(['24', '112', '50', '123', '67', '91', '83', '92', '84'])"
1183,138759,"set(['115', '54', '93'])"
1184,138798,"set(['24', '21', '123', '116', '128', '83', '107', '78'])"
1185,138822,set(['117'])
1186,138864,"set(['24', '72', '84'])"
1187,13888,"set(['115', '3', '123', '86', '93'])"
1188,138888,"set(['24', '120', '21', '32', '37', '115', '91', '131', '123', '5', '4', '112', '9', '83', '100', '106', '93', '104', '78'])"
1189,138920,"set(['24', '123'])"
1190,138924,"set(['24', '26', '59', '21', '120', '3', '83', '100', '107', '79'])"
1191,139029,"set(['24', '21', '32', '70', '50', '115', '91', '117', '123', '112', '128', '83', '93', '92', '86', '107', '78'])"
1192,139083,"set(['24', '16', '29', '53', '120', '131', '123', '72', '66', '83', '96'])"
1193,139102,"set(['120', '54', '94', '84'])"
1194,139185,"set(['24', '88', '61', '108', '107', '79'])"
1195,139188,"set(['14', '83', '51', '77', '108', '67', '129', '86', '79'])"
1196,139193,set(['61'])
1197,139212,"set(['24', '84', '43', '35'])"
1198,139231,"set(['24', '91'])"
1199,139274,"set(['91', '45'])"
1200,139307,"set(['14', '57', '120', '3', '123', '116', '107'])"
1201,139333,"set(['24', '117', '50', '120', '108', '107', '79'])"
1202,139379,"set(['24', '120', '98', '21', '61', '31', '35', '115', '121', '4', '71', '83', '129', '92', '107'])"
1203,139398,"set(['24', '34', '115', '72', '91', '83', '93', '86', '96'])"
1204,139444,set(['75'])
1205,139593,"set(['24', '120', '77', '21', '32', '31', '36', '115', '123', '112', '91', '83', '84'])"
1206,139611,"set(['24', '29', '88', '123', '112', '91', '105', '78'])"
1207,139647,"set(['48', '61', '31', '37', '53', '120', '121', '3', '64', '113', '80', '78'])"
1208,139670,"set(['24', '59', '14', '16', '19', '57', '53', '120', '61', '123', '112', '106'])"
1209,139697,set(['115'])
1210,139760,"set(['24', '54', '28'])"
1211,139761,"set(['77', '123', '64', '110', '106', '72'])"
1212,139829,"set(['24', '120', '123', '91', '86', '84'])"
1213,139831,"set(['91', '84', '29', '53'])"
1214,139890,"set(['24', '38', '35', '52', '123', '83', '69', '96'])"
1215,139897,"set(['120', '24', '83', '53', '16'])"
1216,139931,"set(['24', '16', '54', '115', '114', '83', '107', '78'])"
1217,139997,"set(['37', '66'])"
1218,140027,"set(['120', '83'])"
1219,14003,"set(['24', '21', '112', '131', '83', '9', '129'])"
1220,140152,"set(['24', '37', '120', '91', '107', '84'])"
1221,140183,"set(['24', '120', '57', '115', '112', '83'])"
1222,140264,"set(['24', '83', '78'])"
1223,140265,"set(['120', '114', '123', '14', '83'])"
1224,140429,"set(['120', '24', '86', '71', '69'])"
1225,140475,"set(['24', '120', '36', '115', '121', '123', '67', '83', '84'])"
1226,140656,set(['77'])
1227,140665,set(['19'])
1228,140671,"set(['24', '18', '115', '123', '112', '83', '84'])"
1229,140689,"set(['24', '38', '21', '49', '83', '54', '6', '36', '120', '131', '123', '116', '110', '7', '112', '9', '124', '81', '86', '84'])"
1230,140748,"set(['59', '21', '17', '121', '123', '110', '91', '83', '92', '107', '84'])"
1231,140815,"set(['24', '120', '21', '115', '98', '3', '116', '91', '129', '106', '94'])"
1232,140886,set(['78'])
1233,140896,"set(['83', '129', '38', '95', '112'])"
1234,140898,"set(['24', '32', '26', '123'])"
1235,140906,"set(['24', '21', '16', '19', '120', '123', '116', '110', '112', '83', '95', '72'])"
1236,140914,"set(['24', '38', '59', '43', '84', '67', '81', '107', '79'])"
1237,140924,"set(['120', '83', '54', '115', '74', '67', '69', '86', '94'])"
1238,140928,"set(['24', '91', '112'])"
1239,140950,"set(['13', '22', '31', '37', '1', '86'])"
1240,140952,"set(['24', '26', '53', '112'])"
1241,140954,"set(['24', '123', '21', '16', '131', '2', '83', '84'])"
1242,140994,"set(['57', '45'])"
1243,141034,"set(['24', '3', '38'])"
1244,141048,"set(['24', '51', '107', '23'])"
1245,141062,"set(['24', '9', '91', '17'])"
1246,141069,"set(['24', '93', '116', '21', '72'])"
1247,141077,"set(['24', '17', '49', '16', '50', '77', '91', '123', '9', '83', '78'])"
1248,141100,"set(['115', '60', '75', '77'])"
1249,141161,"set(['24', '83', '53', '35', '16'])"
1250,141295,set(['32'])
1251,141345,"set(['91', '83', '123', '16'])"
1252,141357,"set(['24', '49', '19', '42', '50', '120', '3', '123', '66', '91'])"
1253,141412,"set(['115', '121', '91', '84'])"
1254,141467,"set(['53', '115', '123', '83', '81', '106'])"
1255,141539,"set(['31', '123', '93', '94'])"
1256,141559,"set(['115', '54'])"
1257,141590,"set(['8', '45', '86'])"
1258,141637,"set(['115', '64'])"
1259,141638,"set(['24', '120', '123', '112', '128', '83'])"
1260,141648,"set(['24', '83', '57', '123', '91'])"
1261,141650,"set(['120', '84'])"
1262,141704,"set(['24', '98', '123'])"
1263,141721,"set(['24', '16', '53', '120', '123', '112', '83', '86', '84'])"
1264,141748,"set(['24', '51', '91', '20', '110'])"
1265,141794,"set(['26', '59', '22', '77', '123', '64', '67', '128', '83'])"
1266,141857,"set(['24', '36', '115', '123', '83', '84'])"
1267,141889,"set(['1', '120', '116', '21', '24'])"
1268,141910,"set(['24', '59', '14', '16', '83', '42', '120', '108', '123', '67', '128', '2', '78', '21'])"
1269,141920,"set(['24', '121', '77', '32'])"
1270,141924,"set(['24', '64', '98', '123', '116', '6', '83'])"
1271,141965,"set(['24', '123', '86'])"
1272,142,"set(['9', '31', '92', '93', '84'])"
1273,142009,"set(['24', '60', '115', '3', '83', '107'])"
1274,142020,"set(['120', '123', '67', '21', '130'])"
1275,142030,"set(['24', '36', '123', '83', '86', '84', '96'])"
1276,142098,"set(['24', '83', '88', '116', '37'])"
1277,142140,"set(['115', '24', '34', '123', '32'])"
1278,142142,"set(['24', '26', '14', '31', '123', '91'])"
1279,142158,"set(['24', '19', '51', '67', '83', '84'])"
1280,142184,"set(['24', '83', '123', '45'])"
1281,142191,"set(['54', '16', '134'])"
1282,142228,set(['115'])
1283,142262,"set(['24', '106', '53'])"
1284,14230,"set(['24', '77', '98', '31', '115', '61', '3', '83', '107', '84', '78'])"
1285,142364,"set(['115', '120', '79', '48', '24'])"
1286,142379,"set(['24', '77', '21', '83', '95', '36', '120', '117', '123', '67', '129', '106', '107'])"
1287,142396,"set(['17', '36', '108', '74', '83', '9', '129', '97'])"
1288,142423,"set(['24', '21', '54', '88', '120', '108', '4', '112', '91', '129', '69', '96'])"
1289,142442,set(['115'])
1290,142558,"set(['17', '131', '130', '112', '9', '83'])"
1291,142639,"set(['121', '36'])"
1292,14266,"set(['24', '37', '52', '4', '66', '92', '107', '78'])"
1293,142669,"set(['20', '54', '37', '115', '74', '64'])"
1294,142673,"set(['24', '121', '83'])"
1295,142701,"set(['24', '123'])"
1296,142724,"set(['115', '32', '123', '83'])"
1297,142778,"set(['24', '83'])"
1298,1428,"set(['84', '16'])"
1299,142858,"set(['24', '120', '21', '31', '115', '69', '100'])"
1300,142876,"set(['54', '115', '63', '83', '69', '81', '84', '78'])"
1301,142899,"set(['24', '37', '120', '121', '3', '123', '93'])"
1302,14292,set(['3'])
1303,142935,"set(['24', '8'])"
1304,142977,set(['117'])
1305,143031,"set(['115', '24', '31', '123', '83'])"
1306,143099,"set(['24', '83'])"
1307,143111,"set(['131', '112', '83', '84', '24', '43', '1', '3', '9', '120', '108', '123', '128', '129', '93', '106', '107', '79', '96', '31', '51', '117', '53'])"
1308,14315,"set(['38', '54', '115', '75', '128', '79'])"
1309,143153,"set(['120', '24', '123', '32', '23'])"
1310,143234,"set(['114', '75', '85', '107', '6'])"
1311,143244,set(['121'])
1312,14330,"set(['24', '13', '51', '77', '123', '78'])"
1313,143314,"set(['24', '57', '123'])"
1314,143342,"set(['24', '120', '21', '36', '115', '123', '112', '129', '100', '92'])"
1315,143442,"set(['24', '77', '17', '54', '45', '84', '53', '115', '108', '4', '126', '83', '72', '78', '85', '107', '104', '105'])"
1316,143459,"set(['38', '88', '116', '9', '83', '107'])"
1317,143554,"set(['19', '83', '123'])"
1318,143563,"set(['115', '4'])"
1319,143679,"set(['83', '43'])"
1320,143734,"set(['24', '48', '54', '50', '120', '123', '112', '78'])"
1321,143755,"set(['34', '61', '123', '67', '95', '104'])"
1322,143817,"set(['24', '120', '16', '115', '121', '123', '128'])"
1323,143828,"set(['91', '100'])"
1324,143945,"set(['24', '91', '31', '94'])"
1325,143948,"set(['77', '129', '78', '67'])"
1326,14396,"set(['24', '32', '36'])"
1327,143977,"set(['23', '31', '45', '3', '131', '81', '107'])"
1328,14399,"set(['24', '45', '53', '123', '116', '84'])"
1329,143992,"set(['120', '24', '91', '84'])"
1330,1440,"set(['24', '108', '93', '21'])"
1331,144000,"set(['38', '23', '19', '88', '35', '52', '120', '91', '131', '123', '116', '4', '128', '83', '107', '98'])"
1332,144006,"set(['32', '6'])"
1333,144110,"set(['24', '123', '53', '67'])"
1334,144158,"set(['24', '21', '108', '123', '91', '100'])"
1335,144213,"set(['31', '88', '63', '66', '91', '69', '81'])"
1336,144214,"set(['24', '123', '16', '45', '2', '83'])"
1337,144301,"set(['24', '31', '112', '123', '116', '67', '83'])"
1338,144345,"set(['115', '18', '86', '83'])"
1339,14437,"set(['24', '107', '53'])"
1340,144400,set(['13'])
1341,144430,"set(['115', '128', '91', '112'])"
1342,144437,"set(['115', '20'])"
1343,14444,set(['117'])
1344,144500,"set(['24', '110'])"
1345,144571,"set(['24', '83', '35'])"
1346,144604,"set(['128', '116', '86', '36'])"
1347,144618,"set(['24', '83', '123'])"
1348,144642,"set(['3', '31'])"
1349,144750,"set(['24', '59', '21', '17', '98', '83', '31', '94', '120', '91', '3', '123', '67', '9', '129', '107', '84'])"
1350,144765,"set(['24', '21', '29', '88', '63', '91', '83', '105'])"
1351,144800,"set(['123', '38', '16', '45', '91', '2', '116', '128', '83'])"
1352,144835,set(['24'])
1353,144897,set(['24'])
1354,144984,"set(['24', '91', '81'])"
1355,14499,"set(['24', '83', '16', '19', '50', '36', '112', '69', '94', '84'])"
1356,145008,"set(['24', '83', '123', '58', '112'])"
1357,145022,set(['13'])
1358,145075,"set(['24', '93', '86'])"
1359,145091,"set(['120', '38', '123', '107', '21'])"
1360,145119,"set(['83', '14'])"
1361,145196,set(['98'])
1362,145222,"set(['59', '21', '37', '120', '123', '67', '83', '95', '96'])"
1363,145233,set(['24'])
1364,145253,"set(['24', '122', '106', '31', '84'])"
1365,145368,"set(['77', '98'])"
1366,145385,"set(['48', '117', '108', '123', '7', '67', '8', '93', '107'])"
1367,145440,"set(['83', '84', '16'])"
1368,145493,"set(['115', '24', '15', '53', '83'])"
1369,14552,"set(['120', '9', '116', '112', '128', '83', '79'])"
1370,145536,"set(['24', '59', '16', '30', '42', '123', '116', '91', '83', '81', '107', '84'])"
1371,145555,"set(['128', '31', '93'])"
1372,145580,set(['36'])
1373,145596,"set(['24', '26', '49', '123', '116', '112', '83'])"
1374,145636,"set(['24', '13', '73', '4', '129', '95', '107'])"
1375,145643,set(['83'])
1376,145651,"set(['24', '13', '49', '61', '115', '121', '3', '123', '96', '94', '84', '105'])"
1377,145695,"set(['24', '86', '14', '16'])"
1378,145702,"set(['24', '38', '59', '34', '120', '3', '123', '91', '84', '105'])"
1379,145724,"set(['24', '13', '16', '31', '36', '115', '123', '89', '128', '83'])"
1380,14574,"set(['26', '22', '46', '115', '98', '111'])"
1381,145804,"set(['53', '120', '61', '123', '83', '107', '84'])"
1382,145841,"set(['24', '59', '14', '123', '83', '81', '21'])"
1383,145961,set(['24'])
1384,146007,"set(['115', '45', '37', '50'])"
1385,146057,"set(['24', '21', '49', '31', '36', '120', '131', '123', '110', '92', '94', '84', '96'])"
1386,146102,"set(['83', '69', '108', '98', '67'])"
1387,146147,"set(['24', '21', '45', '98', '123', '116', '112', '68', '92', '86'])"
1388,146227,"set(['19', '75'])"
1389,14623,"set(['24', '13', '38', '37', '107', '84'])"
1390,146240,"set(['115', '62', '38'])"
1391,146255,"set(['24', '26'])"
1392,146320,set(['85'])
1393,146330,"set(['24', '83'])"
1394,14634,"set(['83', '93', '36', '112'])"
1395,14643,"set(['24', '83'])"
1396,14647,"set(['120', '24', '107'])"
1397,146494,"set(['24', '75', '64', '105'])"
1398,146497,"set(['115', '84'])"
1399,146502,"set(['27', '23', '37', '115', '129', '107'])"
1400,146522,"set(['24', '20', '16', '91', '117', '123', '128', '83', '86', '84'])"
1401,146561,"set(['24', '21', '17', '96', '19', '3', '53', '34', '98', '117', '123', '9', '83', '78', '86', '84', '50'])"
1402,146590,"set(['59', '21', '61', '121', '131', '90', '112', '129', '86', '84', '96'])"
1403,146625,"set(['123', '17'])"
1404,146639,"set(['24', '59', '21', '31', '35', '120', '61', '123', '83', '91', '8', '86', '57', '105'])"
1405,146663,"set(['77', '54', '60', '115', '114', '107', '96'])"
1406,146669,"set(['120', '24', '93', '123'])"
1407,146754,"set(['24', '59', '84', '131', '116', '72', '9', '92', '74'])"
1408,146782,"set(['24', '34', '110', '112', '128', '69', '86'])"
1409,146915,set(['91'])
1410,146924,set(['24'])
1411,146971,"set(['120', '37', '52'])"
1412,146996,"set(['24', '48', '52', '123', '34', '107'])"
1413,147032,"set(['32', '84', '83'])"
1414,14712,"set(['130', '91', '117', '123', '21'])"
1415,147173,"set(['120', '94', '115', '121', '93', '107'])"
1416,147237,"set(['24', '112', '95', '107', '84', '78'])"
1417,147244,"set(['115', '129', '77', '107', '50'])"
1418,147247,"set(['19', '24', '123', '83'])"
1419,14725,set(['53'])
1420,147257,"set(['24', '23', '83', '37', '115', '123', '112', '69', '84'])"
1421,147262,"set(['114', '75'])"
1422,147325,"set(['24', '59', '14', '31', '3', '131', '123', '66', '83', '81', '21'])"
1423,147358,"set(['24', '83', '84', '16'])"
1424,147386,"set(['24', '31', '16'])"
1425,147403,"set(['1', '31', '64', '112'])"
1426,147464,"set(['24', '115', '131', '123', '83', '74', '78'])"
1427,147526,"set(['24', '19', '53', '121', '6', '83', '86'])"
1428,147557,"set(['83', '69', '94', '112'])"
1429,147574,"set(['10', '86', '69'])"
1430,147675,"set(['99', '58', '36', '120', '123', '83', '95'])"
1431,147752,"set(['24', '120', '54', '115', '121', '123', '64', '107'])"
1432,147757,"set(['24', '16', '54', '91', '74', '112', '128'])"
1433,147843,"set(['24', '59', '21', '17', '49', '120', '3', '123', '116', '67', '83'])"
1434,147894,set(['24'])
1435,147903,"set(['120', '24', '123', '21'])"
1436,147936,"set(['120', '24', '123'])"
1437,148012,"set(['115', '61', '64', '112', '83', '81', '86', '24', '26', '106', '44', '45', '77', '75', '69', '107', '96', '11', '99', '38', '31', '37'])"
1438,148089,"set(['32', '123', '95', '21'])"
1439,148093,"set(['91', '32', '86'])"
1440,14810,"set(['24', '91'])"
1441,148170,"set(['115', '121', '3', '57', '53'])"
1442,148181,"set(['24', '88', '107', '112'])"
1443,148199,"set(['24', '16', '19', '117', '123', '91', '83', '104'])"
1444,148210,"set(['38', '23', '42', '52', '108', '123', '89', '83', '129'])"
1445,148279,set(['24'])
1446,148294,"set(['19', '24', '123', '107', '83'])"
1447,1483,"set(['24', '26', '38', '117', '115', '108', '116', '110', '88', '91', '83', '96', '86', '72'])"
1448,148331,"set(['123', '79'])"
1449,148417,"set(['24', '106', '77', '89', '83', '129', '86'])"
1450,148425,"set(['24', '61', '38', '98'])"
1451,14845,"set(['83', '16', '123', '112'])"
1452,148472,"set(['49', '94', '120', '98', '82', '107'])"
1453,148516,set(['54'])
1454,148541,"set(['116', '21'])"
1455,148555,"set(['24', '69', '86', '116', '119'])"
1456,148583,"set(['24', '83', '98'])"
1457,148588,"set(['61', '117', '79'])"
1458,148605,"set(['24', '26', '45', '41', '123', '112', '128', '83', '106'])"
1459,148635,"set(['54', '120', '88', '123', '116', '83'])"
1460,148657,"set(['24', '123', '38', '50', '53', '121', '108', '116', '83', '91', '69', '100', '78', '86', '107', '105'])"
1461,148751,"set(['38', '21', '54', '120', '121', '123', '128', '83', '84', '96'])"
1462,148752,"set(['37', '35'])"
1463,148792,"set(['24', '83', '3', '123'])"
1464,148848,"set(['24', '98', '119', '53'])"
1465,148853,"set(['123', '84'])"
1466,148940,"set(['115', '24', '117'])"
1467,148941,"set(['120', '24', '91', '94', '83'])"
1468,148958,"set(['24', '21', '31', '35', '120', '72', '112', '83', '93'])"
1469,149023,"set(['24', '83', '26'])"
1470,149043,"set(['117', '123', '45', '94'])"
1471,149074,set(['31'])
1472,149092,"set(['24', '21', '108', '83', '107', '84'])"
1473,14910,"set(['24', '38', '21', '51', '61', '117', '67', '107', '78'])"
1474,149103,"set(['115', '121', '67', '24'])"
1475,149156,"set(['24', '21', '54', '52', '120', '75', '123', '83', '69'])"
1476,149168,set(['117'])
1477,149175,"set(['98', '4'])"
1478,149177,"set(['57', '130', '6'])"
1479,149269,"set(['128', '57', '28', '105'])"
1480,149289,set(['123'])
1481,14930,"set(['56', '112'])"
1482,149317,set(['106'])
1483,149359,"set(['54', '37', '120', '123', '91', '83', '86', '84'])"
1484,149395,"set(['33', '57', '36', '120', '98', '108', '116', '93', '84'])"
1485,149449,"set(['24', '38', '30', '88', '34', '108', '123', '112', '9', '107', '84'])"
1486,14945,"set(['77', '38', '34', '120', '130', '64'])"
1487,14946,"set(['128', '59'])"
1488,149504,"set(['120', '24', '92', '123', '107'])"
1489,149585,set(['21'])
1490,149597,"set(['24', '45', '36', '77', '116', '69', '107'])"
1491,149684,"set(['88', '86', '21'])"
1492,149822,"set(['24', '26', '21', '32', '120', '123', '91', '83', '107'])"
1493,149854,"set(['115', '24', '83', '69'])"
1494,149859,"set(['120', '19', '107', '83', '24'])"
1495,149863,"set(['24', '123', '21', '23', '83', '67', '84', '43', '115', '2', '79', '66', '112', '71', '69', '92', '74'])"
1496,149878,"set(['24', '83', '67', '14', '112'])"
1497,149892,"set(['24', '21', '120', '72', '8', '107'])"
1498,149914,"set(['1', '77', '83', '34'])"
1499,149927,"set(['31', '53', '77', '98', '88', '112', '83'])"
1500,149945,"set(['24', '32', '123', '91', '83'])"
1501,149966,set(['62'])
1502,149977,"set(['24', '32'])"
1503,149984,"set(['91', '107', '23'])"
1504,150002,"set(['115', '77'])"
1505,150033,set(['120'])
1506,150047,"set(['24', '21', '17', '16', '19', '3', '53', '36', '120', '117', '116', '88', '112', '83', '78'])"
1507,150118,"set(['77', '123'])"
1508,150264,"set(['24', '17'])"
1509,150268,"set(['24', '83'])"
1510,15029,"set(['62', '28', '6'])"
1511,150313,"set(['24', '123', '36', '84'])"
1512,150351,set(['24'])
1513,150385,"set(['90', '37', '84', '66'])"
1514,150387,"set(['24', '31', '45', '51', '115', '83', '78'])"
1515,150423,"set(['120', '24', '31', '93', '83'])"
1516,15045,"set(['83', '123'])"
1517,150469,"set(['24', '21', '18', '51', '123', '32', '83', '107'])"
1518,150473,set(['115'])
1519,150487,"set(['24', '83', '4'])"
1520,150532,"set(['24', '26', '14'])"
1521,150549,"set(['115', '83', '3', '31'])"
1522,150601,"set(['91', '83', '123', '109', '58'])"
1523,150602,"set(['24', '3', '32', '131', '53', '36', '120', '121', '122', '123', '83', '84'])"
1524,150611,"set(['24', '13', '21', '43', '115', '98', '62', '83', '93', '106', '84'])"
1525,15065,"set(['24', '26', '16', '31', '30', '51', '35', '3', '123', '116', '91', '83', '93'])"
1526,150690,"set(['9', '54', '86', '21'])"
1527,150701,"set(['120', '18', '100', '45'])"
1528,150757,"set(['37', '99', '123', '116', '91', '106'])"
1529,150786,"set(['24', '123', '86', '45', '121', '2', '112', '91', '83', '106', '107', '96'])"
1530,15079,"set(['24', '83', '92', '107'])"
1531,150857,"set(['77', '107'])"
1532,150965,set(['37'])
